d:200,1544451800.77
e:0,1544451802.33
e:1,1544451805.01
r:10,1544451807.1
r:10,1544451807.6
r:10,1544451807.63
r:10,1544451807.66
r:10,1544451807.69
r:10,1544451807.72
r:10,1544451807.75
r:10,1544451807.78
r:10,1544451807.81
r:10,1544451807.84
r:10,1544451807.87
r:10,1544451807.9
r:10,1544451807.93
r:10,1544451807.96
r:10,1544451808.0
e:0,1544451810.03
e:0,1544451810.27
e:0,1544451810.48
e:0,1544451810.83
e:0,1544451811.02
e:0,1544451811.18
e:0,1544451811.34
e:0,1544451811.48
e:0,1544451811.66
e:0,1544451812.16
e:0,1544451812.19
e:0,1544451812.22
e:0,1544451812.25
e:0,1544451812.28
e:0,1544451812.31
e:0,1544451812.34
e:0,1544451812.37
e:0,1544451812.4
e:0,1544451812.43
e:0,1544451812.46
e:0,1544451812.49
e:0,1544451812.53
e:0,1544451812.56
e:0,1544451812.59
e:0,1544451812.62
e:0,1544451812.65
e:0,1544451812.68
e:0,1544451812.71
e:0,1544451812.74
e:0,1544451812.77
e:0,1544451812.8
e:0,1544451812.83
e:0,1544451812.86
e:0,1544451812.89
e:0,1544451812.92
e:0,1544451812.95
e:0,1544451812.98
e:0,1544451813.02
e:0,1544451813.05
e:0,1544451813.08
e:0,1544451813.11
e:0,1544451813.14
e:0,1544451813.17
e:0,1544451813.2
e:0,1544451813.23
e:0,1544451813.26
e:0,1544451813.29
e:0,1544451813.32
e:0,1544451813.35
e:0,1544451813.38
e:0,1544451813.41
e:0,1544451813.44
e:0,1544451813.47
e:0,1544451813.5
e:0,1544451813.53
e:0,1544451813.56
e:0,1544451813.59
e:0,1544451813.62
e:0,1544451813.65
e:0,1544451813.68
e:0,1544451813.71
e:0,1544451813.75
e:0,1544451813.78
e:0,1544451813.81
e:0,1544451813.84
e:0,1544451813.87
e:0,1544451813.9
e:0,1544451813.93
e:0,1544451813.96
e:0,1544451813.99
e:0,1544451814.02
e:0,1544451814.05
e:0,1544451814.08
e:0,1544451814.11
e:0,1544451814.14
e:0,1544451814.17
e:0,1544451814.2
e:0,1544451814.23
e:0,1544451814.26
e:0,1544451814.29
e:0,1544451814.32
e:0,1544451814.35
e:0,1544451814.38
e:0,1544451814.42
e:0,1544451814.45
e:0,1544451814.47
e:0,1544451814.51
e:0,1544451814.54
e:0,1544451814.57
e:0,1544451814.6
e:0,1544451814.63
e:0,1544451814.66
e:0,1544451814.69
e:0,1544451814.72
e:0,1544451814.75
e:0,1544451814.78
e:0,1544451814.81
e:0,1544451814.84
e:0,1544451814.87
e:0,1544451814.9
e:0,1544451814.93
e:0,1544451814.96
e:0,1544451814.99
e:0,1544451815.02
e:1,1544451821.0
r:10,1544451824.99
r:10,1544451825.5
r:10,1544451825.53
r:10,1544451825.56
r:10,1544451825.59
r:10,1544451825.62
r:10,1544451825.65
r:10,1544451825.68
r:10,1544451825.71
r:10,1544451825.74
r:10,1544451825.77
r:10,1544451825.8
r:10,1544451825.83
r:10,1544451825.86
r:10,1544451825.89
l:10,1544451826.74
l:10,1544451827.24
l:10,1544451827.27
l:10,1544451827.3
l:10,1544451827.34
l:10,1544451827.37
l:10,1544451827.39
l:10,1544451827.43
l:10,1544451827.46
l:10,1544451827.49
l:10,1544451827.52
l:10,1544451827.55
l:10,1544451827.58
l:10,1544451827.61
l:10,1544451827.64
l:10,1544451827.67
l:10,1544451827.7
l:10,1544451827.73
l:10,1544451827.76
l:10,1544451827.79
l:10,1544451827.82
l:10,1544451827.85
l:10,1544451827.88
l:10,1544451827.91
r:10,1544451828.56
r:10,1544451829.06
r:10,1544451829.09
r:10,1544451829.13
r:10,1544451829.16
r:10,1544451829.19
r:10,1544451829.22
r:10,1544451829.25
r:10,1544451829.28
r:10,1544451829.31
r:10,1544451829.34
r:10,1544451829.37
r:10,1544451829.4
r:10,1544451829.43
r:10,1544451829.46
r:10,1544451829.49
r:10,1544451829.52
r:10,1544451829.55
r:10,1544451829.58
l:10,1544451829.67
l:10,1544451830.17
l:10,1544451830.21
l:10,1544451830.24
l:10,1544451830.27
l:10,1544451830.3
l:10,1544451830.33
l:10,1544451830.36
l:10,1544451830.39
l:10,1544451830.42
l:10,1544451830.45
l:10,1544451830.48
l:10,1544451830.51
l:10,1544451830.54
l:10,1544451830.57
l:10,1544451830.6
l:10,1544451830.63
l:10,1544451830.66
l:10,1544451830.69
l:10,1544451830.72
l:10,1544451830.75
l:10,1544451830.78
r:10,1544451831.04
r:10,1544451831.54
r:10,1544451831.57
r:10,1544451831.6
r:10,1544451831.63
r:10,1544451831.66
r:10,1544451831.69
r:10,1544451831.72
r:10,1544451831.75
r:10,1544451831.79
r:10,1544451831.82
r:10,1544451831.85
r:10,1544451831.88
r:10,1544451831.91
r:10,1544451831.94
r:10,1544451831.97
e:0,1544451897.13
e:1,1544451903.29
e:0,1544451905.54
e:1,1544451982.04
r:10,1544451985.39
r:10,1544451985.89
r:10,1544451985.92
r:10,1544451985.95
r:10,1544451985.98
r:10,1544451986.01
r:10,1544451986.04
r:10,1544451986.07
r:10,1544451986.1
r:10,1544451986.13
l:10,1544451986.64
l:10,1544451987.14
l:10,1544451987.16
l:10,1544451987.2
l:10,1544451987.23
l:10,1544451987.26
l:10,1544451987.29
l:10,1544451987.32
l:10,1544451987.35
l:10,1544451988.39
l:10,1544451999.71
l:10,1544452000.13
l:10,1544452000.59
l:10,1544452001.09
l:10,1544452001.12
l:10,1544452001.15
l:10,1544452001.53
l:10,1544452002.04
l:10,1544452002.06
l:10,1544452002.1
l:10,1544452002.13
l:10,1544452002.16
l:10,1544452002.19
l:10,1544452003.75
l:10,1544452004.25
l:10,1544452004.79
l:10,1544452005.29
l:10,1544452005.32
l:10,1544452005.36
l:10,1544452005.39
l:10,1544452005.42
r:10,1544452007.68
r:10,1544452008.18
r:10,1544452008.21
r:10,1544452008.24
r:10,1544452008.27
r:10,1544452008.3
r:10,1544452008.33
r:10,1544452008.36
r:10,1544452008.39
r:10,1544452009.06
r:10,1544452009.55
r:10,1544452010.05
r:10,1544452010.08
r:10,1544452010.11
r:10,1544452010.14
r:10,1544452010.17
r:10,1544452010.2
r:10,1544452010.84
r:10,1544452011.34
r:10,1544452011.37
r:10,1544452011.4
r:10,1544452011.43
r:10,1544452011.46
r:10,1544452011.49
r:10,1544452011.52
r:10,1544452011.55
r:10,1544452011.58
r:10,1544452011.61
r:10,1544452011.64
l:10,1544452012.06
